Unnamed: 0,title,description,cat2_slug,cat3_slug,city_slug,city_category,building_size,land_size,rooms_count,construction_year,floor,total_floors_count,building_direction,floor_material,deed_type,building_age,user_type,price_value,credit_value,rent_value,has_elevator,has_parking,has_storage,has_balcony,has_security,has_pool,has_sauna,has_jacuzzi,has_gym,has_lobby,has_video_intercom,has_remote_door,has_central_vacuum,has_barbecue,is_rebuilt,has_business_deed,location_latitude,location_longitude,location_radius,created_at,created_at_month,price_mode,credit_mode,rent_mode,rent_to_single,rent_type,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,has_water,has_electricity,has_gas,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,property_type,has_roof_garden,has_guard,has_master_room,neighborhood_slug
232,Property listing 232,A nice property with 4 bedrooms,apartment-sell,shop,isfahan,minor,230.0,555.0,5plus_rooms,1397,16,18.0,north-east,ceramic,official,20+,agency,27538858365.6949,,43132870.026420966,unselect,unselect,false,unselect,false,unselect,true,true,unselect,unselect,false,true,false,true,False,,33.21084227649708,52.08844218822818,100,2023-02-08 16:00:00,Farvardin,,agreeable,agreeable,,,False,True,,165148712.10997438,False,7459169.3799855625,False,True,,8,,,1000000,,1200000,apartment,unselect,false,true,neighborhood_4
233,Property listing 233,A nice property with 4 bedrooms,house-sell,commercial,shiraz,minor,101.0,296.0,2_rooms,1395,9,16.0,north-west,stone,cooperative,1-5,personal,31017171382.071632,514569633.6144985,,unselect,unselect,true,false,true,false,unselect,true,true,true,false,true,unselect,unselect,False,True,33.94418029793292,50.035290355721365,200,2023-02-08 20:00:00,Khordad,agreeable,,fixed,False,daily,True,,False,956660088.4242134,,6427460.346336129,False,False,True,2,3,,1000000,1500000,600000,land,false,unselect,unselect,neighborhood_3
234,Property listing 234,A nice property with 4 bedrooms,house-sell,shop,isfahan,major,295.0,586.0,2_rooms,1401,3,7.0,north-west,laminate,endowment,20+,personal,33208168221.922634,448372072.8037486,49070444.96663873,unselect,unselect,false,false,true,true,unselect,true,false,false,true,true,false,true,True,True,33.688094263878746,51.94286151758403,100,2023-02-09 00:00:00,Dey,,fixed,fixed,False,monthly,,False,True,223908131.54111433,,2495218.575861523,True,,,4,1,100000,500000,1500000,600000,villa,false,unselect,false,neighborhood_4
235,Property listing 235,A nice property with 4 bedrooms,house-rent,shop,tabriz,minor,46.0,180.0,2_rooms,1397,13,4.0,south,stone,cooperative,20+,personal,41830936523.81275,7206528395.194707,31071690.507643618,false,unselect,unselect,true,true,unselect,false,true,false,false,false,unselect,unselect,false,,,32.424108759821515,53.35068251782074,500,2023-02-09 04:00:00,Tir,agreeable,fixed,fixed,True,,True,,,457749367.3821993,False,5073185.006796489,True,False,,2,1,100000,500000,800000,,apartment,unselect,unselect,false,neighborhood_3
236,Property listing 236,A nice property with 2 bedrooms,apartment-sell,office,tehran,major,194.0,402.0,5plus_rooms,1396,16,8.0,north-east,parquet,official,10-20,personal,10851599073.05893,,,unselect,false,false,false,unselect,false,false,false,false,unselect,unselect,false,false,unselect,True,,35.75294128902253,50.87857817220497,200,2023-02-09 08:00:00,Tir,agreeable,fixed,,True,,,False,,114735961.26091468,False,1295537.377604956,False,,False,2,,,500000,800000,1200000,land,unselect,true,false,neighborhood_1
237,Property listing 237,A nice property with 2 bedrooms,land-sell,office,tehran,minor,131.0,245.0,3_rooms,1400,0,13.0,west,stone,endowment,1-5,agency,6112042939.67955,,5194378.088315648,true,unselect,unselect,unselect,false,false,false,unselect,unselect,true,false,false,unselect,true,False,False,32.17717088232837,51.40483027354565,500,2023-02-09 12:00:00,Tir,,fixed,agreeable,True,,False,False,True,603282319.4505885,,8715971.50951561,,,,6,3,100000,1000000,1500000,,land,true,false,unselect,neighborhood_3
238,Property listing 238,A nice property with 3 bedrooms,land-sell,residential,tabriz,major,53.0,431.0,4_rooms,1395,9,13.0,west,ceramic,cooperative,10-20,agency,42591704877.70649,,,unselect,true,true,unselect,false,true,true,false,false,true,unselect,unselect,unselect,unselect,False,,34.99897102569127,50.08228585875078,200,2023-02-09 16:00:00,Mordad,fixed,agreeable,agreeable,False,,True,False,,375451120.0572125,True,3578980.8554564794,,,True,4,,100000,500000,800000,,land,true,true,false,neighborhood_4
239,Property listing 239,A nice property with 4 bedrooms,house-sell,residential,tehran,capital,494.0,276.0,4_rooms,1396,11,17.0,north-east,ceramic,cooperative,new,agency,7914979463.1432295,,,true,false,unselect,unselect,unselect,unselect,false,false,true,true,true,false,true,unselect,,,32.28569108436463,53.90771005693518,1000,2023-02-09 20:00:00,Bahman,agreeable,agreeable,agreeable,,daily,False,False,,353173462.2097055,False,6260444.704657165,,True,False,,1,,500000,800000,,land,false,false,true,neighborhood_4
240,Property listing 240,A nice property with 2 bedrooms,apartment-sell,shop,tehran,major,268.0,525.0,1_room,1399,2,17.0,north-east,laminate,cooperative,new,agency,,,2077339.5799268568,unselect,false,false,unselect,unselect,true,true,false,true,true,false,true,false,true,True,False,33.86918321210032,50.26660718851216,200,2023-02-10 00:00:00,Azar,,agreeable,fixed,True,monthly,True,False,True,826976877.2209473,False,1587762.8628726227,False,,False,2,1,200000,500000,,,,true,true,unselect,neighborhood_3
241,Property listing 241,A nice property with 3 bedrooms,house-sell,commercial,tehran,major,125.0,526.0,4_rooms,1398,5,5.0,north-east,mosaic,official,1-5,personal,42142657646.99199,8060852780.276573,41027021.308795355,true,false,unselect,true,unselect,unselect,false,true,true,unselect,unselect,true,false,false,False,,32.701645166621645,53.59288449563828,200,2023-02-10 04:00:00,Tir,fixed,,agreeable,False,,True,,True,9561712.850478243,True,2061648.446312071,True,True,True,4,,200000,,,1200000,land,unselect,false,unselect,neighborhood_3
242,Property listing 242,A nice property with 4 bedrooms,apartment-rent,office,shiraz,minor,172.0,314.0,4_rooms,1399,9,6.0,east,parquet,endowment,20+,agency,25093742633.891,801703565.237989,1683501.9159036612,true,unselect,unselect,unselect,false,unselect,false,unselect,true,false,false,unselect,true,true,True,,32.5643911857157,51.25195085672182,200,2023-02-10 08:00:00,Azar,agreeable,agreeable,,True,monthly,False,False,,797946770.8924224,True,9919563.70803152,,,,2,3,,500000,800000,600000,land,false,unselect,unselect,neighborhood_2
243,Property listing 243,A nice property with 1 bedrooms,house-sell,office,shiraz,major,222.0,421.0,2_rooms,1398,2,19.0,west,parquet,official,10-20,agency,,1922981252.9321132,,unselect,true,false,true,true,false,unselect,true,false,false,false,unselect,unselect,unselect,False,,32.5035919061669,52.350225607943514,1000,2023-02-10 12:00:00,Azar,agreeable,fixed,,False,monthly,True,True,True,571448565.7480787,,7530863.944413293,False,False,,8,2,100000,,1500000,600000,,true,unselect,true,neighborhood_3
244,Property listing 244,A nice property with 3 bedrooms,house-sell,shop,mashhad,capital,425.0,535.0,2_rooms,1399,13,13.0,north-west,mosaic,official,10-20,personal,,,,unselect,unselect,unselect,unselect,unselect,true,false,false,unselect,true,false,false,unselect,true,,False,33.81114654678137,52.71726215986401,500,2023-02-10 16:00:00,Farvardin,fixed,,agreeable,,,True,,False,986098513.4801991,False,9619718.697740708,False,True,,8,,,1000000,,1200000,apartment,false,false,unselect,neighborhood_3
245,Property listing 245,A nice property with 2 bedrooms,land-sell,residential,isfahan,capital,101.0,483.0,5plus_rooms,1397,-1,14.0,west,ceramic,official,1-5,agency,,4853738809.763875,,unselect,false,false,true,unselect,true,true,true,unselect,true,false,false,true,unselect,True,True,34.061939637549166,50.56331666972446,1000,2023-02-10 20:00:00,Mordad,agreeable,,fixed,False,,,,False,589443220.604249,,2958511.652120441,True,True,,4,1,,1000000,1500000,,villa,unselect,unselect,unselect,neighborhood_1
246,Property listing 246,A nice property with 1 bedrooms,land-sell,commercial,tabriz,minor,258.0,260.0,1_room,1396,1,4.0,east,ceramic,endowment,1-5,agency,31947398310.526512,,35105538.94246657,true,false,true,unselect,unselect,true,unselect,unselect,unselect,true,true,true,true,true,True,,32.53353797417136,51.77503751112134,200,2023-02-11 00:00:00,Azar,,fixed,,,,False,False,,55379134.14795792,False,1645628.766198204,,True,,6,2,100000,1000000,800000,1200000,,true,unselect,false,neighborhood_4
247,Property listing 247,A nice property with 1 bedrooms,land-sell,residential,tabriz,capital,444.0,426.0,0_rooms,1398,12,7.0,north-east,stone,official,new,agency,17565342736.81162,,17781285.740128905,false,false,unselect,unselect,true,unselect,true,unselect,false,false,unselect,unselect,unselect,false,,False,35.917582921064955,51.30186440098657,100,2023-02-11 04:00:00,Tir,agreeable,fixed,,True,daily,False,True,,50645326.44372632,True,5030684.634788309,False,False,False,,,200000,,1500000,,,true,true,false,neighborhood_2
248,Property listing 248,A nice property with 1 bedrooms,apartment-rent,residential,tabriz,major,285.0,444.0,1_room,1395,4,8.0,south,laminate,official,5-10,agency,46425790343.841515,9639520960.611153,6290159.957430942,false,false,true,true,true,true,unselect,true,unselect,false,false,false,false,false,False,,33.031063547448895,50.22640986242186,1000,2023-02-11 08:00:00,Mordad,agreeable,fixed,fixed,,,True,True,True,883152986.3718319,,4946682.822273434,,True,False,8,2,200000,500000,1500000,,apartment,true,false,unselect,neighborhood_1
249,Property listing 249,A nice property with 3 bedrooms,land-sell,residential,mashhad,capital,269.0,499.0,1_room,1396,16,13.0,north-east,laminate,official,1-5,personal,,6419381015.621509,,unselect,unselect,unselect,false,unselect,unselect,true,false,true,true,unselect,false,true,false,False,False,33.83536535841113,53.332774617572724,100,2023-02-11 12:00:00,Tir,fixed,fixed,fixed,False,monthly,False,False,True,841214145.5110531,False,1749465.1375798786,,False,True,6,,100000,1000000,1500000,1200000,apartment,unselect,unselect,true,neighborhood_3
250,Property listing 250,A nice property with 2 bedrooms,apartment-sell,residential,shiraz,minor,118.0,413.0,3_rooms,1395,-1,6.0,north-east,laminate,official,5-10,personal,27515650419.842133,,,false,true,unselect,false,true,true,unselect,true,false,unselect,true,true,true,false,True,,32.86507823040763,50.18067102598991,1000,2023-02-11 16:00:00,Ordibehesht,,agreeable,agreeable,True,monthly,,False,,345890075.5820232,False,7332195.695814102,,,,,1,,500000,1500000,1200000,land,false,false,false,neighborhood_4
251,Property listing 251,A nice property with 1 bedrooms,house-rent,office,mashhad,major,188.0,506.0,5plus_rooms,1396,4,6.0,east,stone,cooperative,1-5,personal,,,,false,true,true,false,unselect,true,true,false,unselect,false,unselect,true,true,true,,False,33.97569058179818,52.613031837935466,1000,2023-02-11 20:00:00,Dey,fixed,,,True,daily,,True,,618032484.1811372,True,3617775.344387341,False,,,8,,100000,,800000,,apartment,true,true,unselect,neighborhood_3
252,Property listing 252,A nice property with 4 bedrooms,apartment-sell,office,tabriz,minor,177.0,275.0,3_rooms,1396,4,3.0,west,laminate,official,20+,personal,32671133376.483482,,,unselect,false,unselect,true,true,false,true,unselect,true,false,unselect,true,true,false,True,True,35.02406632986073,51.25630950567939,200,2023-02-12 00:00:00,Ordibehesht,,fixed,,False,,False,,False,489591357.0556003,True,1863652.3093051726,,False,,,2,,1000000,800000,,villa,false,false,false,neighborhood_3
253,Property listing 253,A nice property with 1 bedrooms,apartment-sell,residential,isfahan,major,353.0,180.0,1_room,1399,19,3.0,north-east,mosaic,cooperative,20+,personal,12857744544.25754,3021547302.242573,,true,true,unselect,false,false,true,false,true,true,true,true,true,true,true,True,True,34.08440805717798,50.76851730880747,500,2023-02-12 04:00:00,Ordibehesht,fixed,agreeable,agreeable,,,False,,True,967164055.1360523,False,3319833.945432884,True,True,True,2,3,100000,500000,,,,false,true,false,neighborhood_3
254,Property listing 254,A nice property with 1 bedrooms,land-sell,commercial,tehran,capital,415.0,525.0,1_room,1398,14,13.0,west,stone,official,new,agency,,,21699843.711513076,unselect,false,true,false,false,false,unselect,unselect,false,unselect,false,false,true,unselect,False,True,33.142595482872224,52.66834420534218,500,2023-02-12 08:00:00,Farvardin,agreeable,fixed,agreeable,False,daily,,False,,949960900.8768916,True,5636586.9963501515,False,True,,4,1,100000,500000,,,villa,false,true,true,neighborhood_3
255,Property listing 255,A nice property with 3 bedrooms,house-rent,shop,shiraz,minor,462.0,326.0,1_room,1398,3,2.0,north,mosaic,endowment,new,agency,42199658430.28239,7586263868.183279,20506271.73357531,false,false,unselect,true,true,false,unselect,false,false,true,unselect,unselect,unselect,unselect,False,,32.99358643493575,52.298150858104826,200,2023-02-12 12:00:00,Khordad,,agreeable,,,daily,False,,,983839008.5407746,True,7264709.321804432,False,False,False,8,1,200000,1000000,,1200000,land,unselect,true,unselect,neighborhood_4
256,Property listing 256,A nice property with 3 bedrooms,house-rent,commercial,shiraz,minor,428.0,205.0,4_rooms,1401,15,16.0,north-west,stone,cooperative,5-10,personal,,,2295898.2272857055,true,true,false,false,false,unselect,false,false,unselect,true,unselect,unselect,unselect,unselect,False,False,35.035737624908215,51.26102502949932,1000,2023-02-12 16:00:00,Bahman,,fixed,,,,True,,True,866448780.6342642,,4818908.860574845,,,,8,2,200000,500000,,600000,villa,unselect,unselect,false,neighborhood_1
257,Property listing 257,A nice property with 2 bedrooms,house-rent,commercial,mashhad,major,104.0,267.0,3_rooms,1396,8,6.0,west,laminate,cooperative,1-5,personal,41360705573.95077,,,false,false,unselect,false,false,true,true,true,unselect,unselect,false,true,true,false,False,,32.472952702905054,52.051842993036956,500,2023-02-12 20:00:00,Dey,agreeable,fixed,fixed,True,,False,True,True,909551590.7751013,False,5255949.898283735,,False,True,2,,100000,,1500000,600000,land,true,true,unselect,neighborhood_3
258,Property listing 258,A nice property with 4 bedrooms,apartment-rent,commercial,shiraz,minor,52.0,239.0,1_room,1397,19,8.0,south,mosaic,cooperative,10-20,personal,28176505602.846844,,,true,true,unselect,false,false,true,true,true,unselect,unselect,false,true,unselect,false,False,,33.479865977623476,50.984948404824834,500,2023-02-13 00:00:00,Farvardin,fixed,fixed,fixed,,monthly,True,,,217278778.76713642,,1389459.359427484,,True,False,8,,100000,1000000,,,villa,true,false,true,neighborhood_3
259,Property listing 259,A nice property with 3 bedrooms,land-sell,residential,tabriz,major,252.0,466.0,2_rooms,1397,16,8.0,north-west,mosaic,cooperative,new,agency,38133156808.5847,1413585107.857218,43804223.23512735,false,false,unselect,true,unselect,true,unselect,true,false,unselect,unselect,false,false,false,,False,32.605930866615545,53.45478583601077,500,2023-02-13 04:00:00,Tir,,agreeable,,True,,,True,,831006788.9897746,True,9146909.247082321,False,True,False,8,,200000,1000000,,600000,,false,false,true,neighborhood_2
260,Property listing 260,A nice property with 1 bedrooms,house-rent,office,tabriz,major,281.0,595.0,5plus_rooms,1395,5,6.0,south,mosaic,endowment,10-20,personal,,,,unselect,true,true,true,true,false,true,unselect,unselect,false,true,true,false,unselect,True,,33.03190331717793,51.25527512130865,200,2023-02-13 08:00:00,Farvardin,agreeable,fixed,,False,,False,False,,708857113.2042747,False,9287241.979920445,True,True,False,8,1,,1000000,1500000,600000,villa,false,unselect,false,neighborhood_2
261,Property listing 261,A nice property with 2 bedrooms,apartment-rent,commercial,mashhad,major,252.0,90.0,5plus_rooms,1395,1,14.0,north-east,stone,official,10-20,agency,,2086160176.1737697,29801974.848252237,false,false,false,false,true,true,unselect,false,unselect,true,false,unselect,true,unselect,,False,32.61073292993981,50.980612118206125,100,2023-02-13 12:00:00,Tir,agreeable,agreeable,fixed,False,monthly,,False,True,962786508.8280702,True,6834265.904180037,True,True,,8,1,200000,1000000,800000,600000,apartment,false,unselect,true,neighborhood_4
262,Property listing 262,A nice property with 1 bedrooms,house-sell,residential,tabriz,major,220.0,356.0,2_rooms,1399,11,3.0,north-west,parquet,cooperative,1-5,agency,28483755548.050255,5045660096.686759,,false,true,false,false,true,unselect,unselect,false,true,false,false,true,false,unselect,True,False,35.547090034169706,53.007334844238606,100,2023-02-13 16:00:00,Khordad,,agreeable,agreeable,True,monthly,False,True,,571261828.4426194,True,176314.08934024707,False,,True,8,2,,,,600000,villa,unselect,true,false,neighborhood_3
263,Property listing 263,A nice property with 1 bedrooms,house-sell,commercial,isfahan,capital,377.0,387.0,5plus_rooms,1396,13,10.0,west,laminate,endowment,5-10,agency,,5453368043.4336405,,true,false,unselect,true,false,unselect,true,unselect,true,unselect,true,unselect,false,unselect,False,True,34.92761679605213,50.07036995197566,100,2023-02-13 20:00:00,Azar,,,agreeable,True,monthly,True,True,,85167166.71055636,False,5370742.15903326,True,,True,6,,200000,,800000,600000,,unselect,true,unselect,neighborhood_3
264,Property listing 264,A nice property with 3 bedrooms,apartment-rent,commercial,mashhad,major,212.0,363.0,4_rooms,1395,18,3.0,north-west,mosaic,cooperative,1-5,agency,21662600216.416275,2842236830.8066845,1879935.323757397,false,false,true,false,unselect,true,true,true,true,false,unselect,true,unselect,true,,True,34.24370898417705,51.0720469283443,100,2023-02-14 00:00:00,Farvardin,,agreeable,,,monthly,False,False,,597398891.187153,True,6292189.7208861355,,,,8,,200000,500000,,600000,land,true,true,false,neighborhood_3
265,Property listing 265,A nice property with 2 bedrooms,apartment-rent,residential,isfahan,minor,199.0,124.0,4_rooms,1395,17,12.0,north-east,parquet,official,new,personal,48332879434.14351,9484767303.859514,,unselect,false,true,true,true,false,true,true,unselect,unselect,false,true,unselect,true,True,True,32.89770088998213,51.50158088260469,100,2023-02-14 04:00:00,Aban,agreeable,agreeable,,True,daily,,True,False,686580928.0212878,,9946542.2295811,False,True,True,2,2,,,800000,,villa,false,unselect,false,neighborhood_4
266,Property listing 266,A nice property with 4 bedrooms,land-sell,office,tehran,capital,203.0,328.0,0_rooms,1400,1,17.0,east,laminate,cooperative,10-20,agency,,8426216427.2873955,26009243.346086625,unselect,true,false,false,false,unselect,false,unselect,false,unselect,unselect,unselect,unselect,false,False,False,34.04090730879678,53.52895184716553,500,2023-02-14 08:00:00,Bahman,fixed,agreeable,fixed,False,monthly,True,False,False,220321028.7124283,False,9960669.551947968,True,True,False,8,1,100000,500000,,,villa,false,unselect,true,neighborhood_4
267,Property listing 267,A nice property with 4 bedrooms,land-sell,office,isfahan,minor,227.0,225.0,0_rooms,1396,2,5.0,south,laminate,endowment,1-5,agency,,7226511341.2516575,48502529.40811804,unselect,unselect,true,true,unselect,unselect,unselect,false,true,true,unselect,false,unselect,false,False,True,34.083332825790286,53.801767210193375,500,2023-02-14 12:00:00,Azar,fixed,agreeable,,True,daily,False,False,True,394113383.5127284,True,8576112.353255574,False,True,False,,1,200000,500000,800000,,apartment,unselect,false,unselect,neighborhood_3
268,Property listing 268,A nice property with 3 bedrooms,house-sell,shop,tehran,capital,434.0,322.0,0_rooms,1402,3,9.0,north-east,mosaic,official,1-5,personal,19532790535.875893,,,true,false,unselect,unselect,unselect,false,true,false,false,true,unselect,false,false,unselect,,False,34.36161490261563,52.8659118676558,1000,2023-02-14 16:00:00,Esfand,,agreeable,agreeable,True,monthly,,False,,598503414.05168,True,638309.9202611353,True,False,True,,3,200000,1000000,800000,1200000,land,true,true,unselect,neighborhood_3
269,Property listing 269,A nice property with 3 bedrooms,house-rent,residential,tehran,major,230.0,338.0,5plus_rooms,1399,-1,7.0,east,mosaic,endowment,1-5,agency,47589950078.8878,,,true,false,unselect,unselect,true,unselect,false,false,unselect,true,true,true,true,true,,,32.24034062889093,51.97012712403864,500,2023-02-14 20:00:00,Mehr,agreeable,,fixed,True,monthly,,False,,374105737.31650555,True,9532763.907787299,False,True,True,2,3,200000,500000,,600000,land,false,true,false,neighborhood_4
270,Property listing 270,A nice property with 2 bedrooms,house-sell,shop,isfahan,capital,444.0,321.0,4_rooms,1395,2,4.0,north-west,stone,official,new,agency,16054070382.058725,,10278682.913801277,false,true,true,true,true,false,true,false,unselect,false,unselect,true,unselect,true,,True,35.89160788478682,52.56248619623076,200,2023-02-15 00:00:00,Farvardin,agreeable,fixed,fixed,,monthly,False,False,True,374947717.2386639,False,6126612.471519991,True,,,6,,100000,1000000,800000,600000,land,false,false,unselect,neighborhood_3
271,Property listing 271,A nice property with 4 bedrooms,house-rent,shop,mashhad,capital,347.0,115.0,4_rooms,1399,10,13.0,north-west,parquet,official,5-10,agency,43418098177.36644,,38794834.01762565,false,false,unselect,unselect,false,unselect,unselect,unselect,true,true,unselect,unselect,false,false,False,False,33.86175588240129,51.656004206725335,1000,2023-02-15 04:00:00,Tir,,,agreeable,True,,,False,True,133086639.1727974,,8008867.7047917945,False,,,2,1,200000,500000,,1200000,,true,false,unselect,neighborhood_1
272,Property listing 272,A nice property with 4 bedrooms,house-rent,shop,tabriz,minor,295.0,532.0,4_rooms,1398,8,13.0,north-east,parquet,official,1-5,personal,44074409015.9263,,,false,false,false,false,true,false,false,false,false,unselect,false,unselect,unselect,true,True,False,35.706127096396415,51.19530332739467,500,2023-02-15 08:00:00,Dey,agreeable,,agreeable,,daily,True,,True,940746723.077666,True,4071928.496858536,False,,,6,,100000,,,600000,,false,false,false,neighborhood_1
273,Property listing 273,A nice property with 4 bedrooms,land-sell,office,tabriz,minor,222.0,297.0,2_rooms,1399,19,10.0,west,mosaic,cooperative,new,agency,,1593617137.9338202,31267034.723240953,true,false,unselect,true,false,unselect,unselect,unselect,true,true,false,true,false,false,True,False,32.039232458855906,53.802752272558514,1000,2023-02-15 12:00:00,Farvardin,agreeable,fixed,fixed,,monthly,False,,,750494384.4950966,True,3196694.7123458977,False,False,,4,1,200000,1000000,1500000,,apartment,unselect,false,false,neighborhood_4
274,Property listing 274,A nice property with 1 bedrooms,apartment-sell,residential,tehran,major,156.0,205.0,4_rooms,1402,18,18.0,north-west,laminate,endowment,10-20,agency,4254557136.726543,,,true,false,true,true,unselect,true,true,true,unselect,false,true,unselect,unselect,unselect,,False,32.99023358254124,50.461560916039694,1000,2023-02-15 16:00:00,Tir,agreeable,agreeable,,True,,True,False,False,1243438.866102009,True,4632441.45483808,False,,,,3,,500000,,,villa,true,true,unselect,neighborhood_1
275,Property listing 275,A nice property with 4 bedrooms,apartment-sell,shop,tehran,capital,321.0,96.0,2_rooms,1397,11,17.0,west,mosaic,endowment,20+,personal,36255439667.02503,,,false,unselect,false,false,unselect,unselect,true,unselect,false,true,true,false,true,unselect,True,True,32.41598228125334,51.38557427220044,100,2023-02-15 20:00:00,Khordad,,fixed,agreeable,,daily,,,True,765613284.0221652,False,1468745.1296882692,False,False,,,2,200000,,,1200000,,false,unselect,false,neighborhood_2
276,Property listing 276,A nice property with 1 bedrooms,apartment-rent,residential,mashhad,capital,235.0,503.0,0_rooms,1402,12,13.0,west,laminate,endowment,new,personal,,6397470350.326439,,true,unselect,unselect,false,unselect,unselect,true,false,true,true,false,false,unselect,false,False,True,35.07846470941909,53.596355839842374,1000,2023-02-16 00:00:00,Ordibehesht,,agreeable,fixed,True,daily,,True,,739794992.6578587,True,3570661.3875330607,,False,False,,1,200000,,,,land,false,true,true,neighborhood_3
277,Property listing 277,A nice property with 2 bedrooms,land-sell,residential,shiraz,capital,73.0,250.0,0_rooms,1397,3,17.0,west,laminate,official,20+,agency,,,,true,false,false,true,unselect,true,false,true,unselect,true,false,unselect,true,unselect,True,True,33.280500198378846,52.892565722349666,500,2023-02-16 04:00:00,Farvardin,,fixed,,False,,,True,True,9730960.155522995,True,8576174.997682786,False,False,True,6,3,100000,1000000,,1200000,villa,unselect,false,unselect,neighborhood_2
278,Property listing 278,A nice property with 1 bedrooms,house-rent,office,isfahan,major,91.0,173.0,5plus_rooms,1399,2,4.0,north,mosaic,cooperative,1-5,agency,,,,unselect,false,true,false,true,true,false,unselect,true,false,true,unselect,unselect,unselect,False,False,35.361970033662985,50.116405805291905,100,2023-02-16 08:00:00,Shahrivar,fixed,,,False,daily,True,False,,369604297.6137646,True,379504.8626088149,False,True,,2,3,100000,1000000,1500000,,villa,unselect,unselect,false,neighborhood_2
279,Property listing 279,A nice property with 2 bedrooms,apartment-sell,shop,tehran,major,151.0,50.0,0_rooms,1397,12,1.0,east,ceramic,official,1-5,personal,,,35725159.278309844,unselect,false,unselect,true,true,true,false,unselect,false,unselect,unselect,unselect,unselect,true,,,35.329541462863425,50.092398693696985,500,2023-02-16 12:00:00,Esfand,fixed,agreeable,fixed,,,,,True,606747690.3255306,False,1508780.4682460448,False,True,False,6,1,100000,1000000,1500000,600000,villa,unselect,true,unselect,neighborhood_2
280,Property listing 280,A nice property with 4 bedrooms,house-rent,shop,tabriz,major,291.0,240.0,5plus_rooms,1398,8,1.0,east,parquet,endowment,new,agency,38917679396.75198,,,false,unselect,unselect,false,false,true,false,unselect,false,unselect,true,false,unselect,true,True,False,34.67117917122628,52.066049850498295,100,2023-02-16 16:00:00,Mehr,,,agreeable,False,monthly,False,True,,452750651.85803586,,1251161.5964948554,True,,True,,,,500000,1500000,,apartment,false,false,unselect,neighborhood_1
281,Property listing 281,A nice property with 4 bedrooms,apartment-sell,residential,mashhad,major,121.0,565.0,1_room,1396,15,15.0,north-west,laminate,cooperative,20+,personal,19179930219.97523,,,false,unselect,false,true,false,false,true,true,false,unselect,unselect,true,false,true,False,,34.66312721417591,51.93701222492009,500,2023-02-16 20:00:00,Shahrivar,agreeable,agreeable,,True,,False,True,True,777986118.7205073,False,4030755.4270022805,False,,True,,1,,1000000,1500000,1200000,,false,unselect,true,neighborhood_3
282,Property listing 282,A nice property with 2 bedrooms,apartment-sell,commercial,isfahan,major,271.0,491.0,1_room,1397,8,13.0,north-west,laminate,cooperative,1-5,agency,,9138137665.124527,,unselect,true,unselect,false,false,false,true,unselect,false,true,false,unselect,false,true,,True,34.80063876829254,51.771966154625275,100,2023-02-17 00:00:00,Azar,agreeable,fixed,agreeable,,daily,,True,False,425458332.634434,,9969869.008908616,,False,True,,3,100000,,800000,600000,,false,unselect,true,neighborhood_3
283,Property listing 283,A nice property with 3 bedrooms,apartment-sell,office,mashhad,minor,266.0,192.0,3_rooms,1397,5,17.0,west,ceramic,cooperative,10-20,personal,18871904391.604145,8331611444.144474,9752814.960960675,true,true,unselect,false,false,unselect,true,false,false,true,false,unselect,true,true,,False,34.6950553385191,51.20937504735603,100,2023-02-17 04:00:00,Esfand,,fixed,fixed,True,daily,False,True,True,153862969.45383704,,1733579.3021138269,False,True,,,1,,,,1200000,villa,true,unselect,unselect,neighborhood_4
284,Property listing 284,A nice property with 2 bedrooms,land-sell,office,isfahan,capital,272.0,240.0,5plus_rooms,1399,14,8.0,north,stone,endowment,5-10,agency,18430291712.33627,,17549651.840007514,false,false,unselect,unselect,false,unselect,false,true,true,false,false,unselect,true,false,,False,33.5476334307374,53.946554879254556,200,2023-02-17 08:00:00,Azar,agreeable,fixed,agreeable,,monthly,True,,True,976415624.2738285,False,1454826.4959926016,True,,,4,2,100000,1000000,1500000,600000,apartment,unselect,true,true,neighborhood_2
285,Property listing 285,A nice property with 3 bedrooms,house-sell,office,isfahan,capital,260.0,582.0,3_rooms,1398,-1,18.0,west,ceramic,cooperative,5-10,personal,26344734187.382824,,,false,false,unselect,unselect,unselect,unselect,false,true,true,unselect,unselect,true,false,false,,True,34.73131057827418,51.087949291933526,500,2023-02-17 12:00:00,Ordibehesht,agreeable,fixed,,,,True,True,False,242039992.7760466,True,9150557.297761545,True,,,,,,1000000,,600000,apartment,true,false,false,neighborhood_1
286,Property listing 286,A nice property with 1 bedrooms,house-rent,office,tehran,capital,475.0,276.0,3_rooms,1401,15,13.0,north,ceramic,cooperative,1-5,personal,40459092280.60742,,,false,unselect,true,unselect,unselect,false,true,unselect,true,true,true,unselect,true,true,True,False,35.589627876769434,51.960160825762244,1000,2023-02-17 16:00:00,Ordibehesht,fixed,fixed,fixed,,monthly,,True,True,717692310.5413324,,8820505.169659657,False,True,True,6,1,100000,,1500000,,,unselect,true,unselect,neighborhood_2
